,find_condominio,find_iptu,find_m_quadrado,is_academia,is_apertamento,is_churrasqueira,is_elevador,is_mobiliado,is_piscina,is_portaria,is_salao_festa,is_varanda,n_banheiros,n_garagens,n_quartos,expensive,Bairro
49789,0.0,0.0,45.0,1,1,1,0,0,1,1,1,1,1,1,2,0,Imbiribeira
68288,1130.0,300.0,120.0,0,1,0,1,0,0,1,1,0,2,1,3,1,Boa Viagem
68056,980.0,300.0,138.0,0,1,0,1,0,0,1,1,1,2,2,3,1,Boa Viagem
59725,540.0,0.0,60.0,0,0,1,0,0,0,0,0,1,2,1,2,0,Sancho
10922,0.0,0.0,86.0,1,1,1,1,0,1,1,1,1,3,2,3,1,Graças
47385,0.0,0.0,61.0,1,1,1,1,0,1,1,1,1,2,1,3,1,Zumbi
2083,1.0,1.0,71.0,0,1,0,1,0,0,1,1,0,2,1,2,0,Campo Grande
10566,0.0,0.0,36.0,1,1,1,1,0,1,1,1,0,1,1,1,0,Boa Viagem
38196,550.0,211.0,73.0,1,1,0,0,0,1,0,1,1,1,1,3,1,Cordeiro
50176,1.0,1.0,79.0,0,1,0,1,0,1,0,1,0,2,1,3,1,Pina
33402,660.0,192.0,55.0,1,1,1,1,0,1,1,1,1,1,1,2,1,Pina
34506,340.0,62.0,50.0,0,1,1,0,0,0,0,0,0,1,1,2,0,Várzea
69309,0.0,0.0,28.0,1,1,1,1,0,0,1,1,0,1,1,1,0,Boa Viagem
12865,0.0,0.0,46.0,1,1,1,1,0,1,0,1,0,1,1,2,0,Imbiribeira
36118,1.0,1.0,44.0,1,1,1,1,0,1,1,1,0,1,1,2,0,Jardim São Paulo
10115,580.0,280.0,64.0,1,1,1,1,0,1,1,1,1,1,2,3,1,Boa Viagem
70596,0.0,0.0,45.0,1,1,0,1,0,0,1,1,1,1,1,1,0,Boa Viagem
18873,200.0,500.0,38.0,0,1,0,0,0,0,0,0,0,1,1,1,1,Boa Vista
61303,1149.0,300.0,113.0,1,1,1,1,0,1,0,1,1,1,2,3,1,Boa Viagem
49651,1350.0,384.0,108.0,0,1,1,1,0,1,1,1,0,1,2,3,1,Parnamirim
23209,1.0,1.0,29.0,1,1,1,1,0,1,1,1,0,1,2,1,0,Boa Vista
68065,0.0,0.0,68.0,0,1,0,0,0,0,0,0,0,2,1,2,0,Encruzilhada
31011,800.0,100.0,75.0,0,1,0,1,1,0,1,0,0,2,1,3,0,Casa Amarela
71392,1.0,1.0,61.0,1,1,1,1,0,1,1,1,1,1,1,3,1,Cordeiro
5666,300.0,300.0,57.0,1,1,1,1,0,1,1,1,1,1,1,2,1,Boa Viagem
10997,450.0,300.0,88.0,0,1,0,0,1,0,0,0,0,2,1,3,1,Casa Forte
41498,1.0,1.0,63.0,1,1,0,1,0,1,1,0,1,2,1,3,1,Madalena
53731,300.0,137.0,131.0,0,1,0,0,0,0,0,0,0,1,2,3,0,Imbiribeira
47969,1270.0,136.0,118.0,0,1,0,0,0,0,0,0,0,2,1,3,1,Boa Viagem
20829,1.0,1.0,51.0,1,1,1,1,0,1,0,1,0,1,1,2,1,Boa Viagem
41811,442.0,215.0,76.0,1,1,1,1,0,1,1,1,1,3,1,3,1,Santo Amaro
71186,1200.0,280.0,103.0,1,1,1,1,1,1,1,1,1,2,2,3,1,Boa Viagem
18210,0.0,0.0,36.0,1,1,1,1,0,1,1,1,1,1,1,1,0,Boa Viagem
52856,968.0,180.0,68.0,1,1,1,1,0,1,1,0,0,1,1,3,1,Boa Viagem
69123,1100.0,147.0,94.0,0,1,0,1,0,0,0,0,0,1,1,3,0,Aflitos
41589,1.0,1.0,51.0,1,1,1,1,0,1,1,1,0,2,1,2,0,Encruzilhada
65527,0.0,0.0,51.0,1,1,0,1,0,1,1,1,1,2,1,2,1,Boa Viagem
17627,0.0,0.0,100.0,0,1,0,1,0,0,0,0,0,3,1,3,1,Graças
16091,1110.0,412.0,130.0,1,1,1,1,0,1,1,1,1,1,2,3,1,Aflitos
27166,450.0,-1.0,68.0,1,1,1,1,0,1,1,1,1,2,2,2,1,Boa Viagem
48434,1.0,1.0,50.0,0,1,1,1,0,1,1,1,0,1,1,2,0,Várzea
5418,970.0,188.0,102.0,0,1,0,1,0,0,1,0,0,1,1,3,0,Torre
67651,1.0,1.0,105.0,0,1,1,1,0,1,1,1,0,3,2,3,1,Encruzilhada
1934,1.0,1.0,52.0,1,1,1,0,0,1,0,1,0,1,1,2,1,Campo Grande
9171,300.0,144.0,42.0,0,1,0,0,0,1,0,0,0,1,1,2,0,Torre
73176,550.0,1.0,72.0,0,1,1,1,0,0,0,1,1,1,1,3,0,Campo Grande
64896,0.0,0.0,77.0,0,0,0,0,0,0,0,0,0,2,0,3,0,Encruzilhada
50871,539.0,143.0,34.0,0,1,0,0,0,0,1,0,0,1,1,1,0,Boa Viagem
46515,1.0,1.0,35.0,0,1,0,0,0,0,0,0,0,1,1,1,1,São José
23781,1.0,1.0,74.0,1,1,1,1,1,1,1,1,1,1,1,3,1,Cordeiro
12473,0.0,0.0,136.0,0,1,0,1,0,0,1,1,1,3,0,3,1,Boa Viagem
51625,1130.0,329.0,140.0,0,1,0,0,0,0,0,0,0,1,2,3,1,Boa Viagem
41356,1.0,1.0,44.0,1,1,1,1,0,1,1,1,1,1,1,2,0,Imbiribeira
29923,1.0,1.0,63.0,1,1,1,1,0,1,1,1,1,1,2,3,1,Boa Viagem
61995,1017.0,390.0,103.0,0,1,0,1,0,1,0,0,1,1,2,3,1,Tamarineira
38383,600.0,0.0,78.0,1,1,1,1,0,1,1,1,0,2,2,3,1,Boa Viagem
1099,515.0,215.0,36.0,1,1,1,1,0,1,1,1,0,1,1,1,0,Boa Viagem
50004,800.0,10.0,90.0,1,1,1,1,1,1,1,1,1,3,2,3,1,Madalena
58738,300.0,144.0,43.0,0,1,0,0,0,0,0,0,0,1,1,2,0,Torre
26017,5.0,5.0,31.0,1,1,1,1,1,1,1,1,0,1,1,1,0,Recife
1741,1.0,1.0,53.0,0,1,0,0,0,0,0,0,0,1,1,2,1,Graças
39718,1300.0,415.0,96.0,0,1,1,1,0,1,1,1,0,3,2,3,1,Boa Viagem
41902,1.0,1.0,73.0,0,1,0,0,0,0,0,0,0,1,1,3,1,Encruzilhada
6092,110.0,110.0,63.0,1,1,0,1,0,1,0,1,0,3,1,3,1,Tamarineira
27918,1.0,1.0,65.0,1,1,0,1,0,1,1,1,1,1,1,2,1,Espinheiro
26297,1.0,1.0,36.0,1,1,1,1,0,1,1,1,0,1,1,1,1,Boa Viagem
49523,0.0,0.0,27.0,1,1,1,1,0,1,1,0,0,1,1,1,0,Boa Vista
57140,750.0,280.0,107.0,0,1,0,0,0,0,0,0,0,1,2,3,1,Boa Viagem
41723,885.0,183.0,111.0,0,1,0,0,0,0,0,0,1,1,1,3,1,Tamarineira
41304,400.0,250.0,63.0,0,1,0,0,0,0,0,0,0,2,1,3,1,Imbiribeira
31074,0.0,0.0,59.0,1,1,0,0,0,1,0,1,0,2,1,2,1,Parnamirim
32363,1.0,1.0,44.0,1,1,0,1,0,1,1,1,0,2,1,2,1,Boa Vista
9110,0.0,0.0,45.0,1,1,1,1,1,1,0,1,1,1,1,2,0,Imbiribeira
61388,750.0,0.0,45.0,1,1,1,1,0,1,1,1,0,1,1,2,1,Boa Viagem
50980,1.0,1.0,91.0,1,1,1,1,0,1,0,1,1,1,2,3,1,Boa Viagem
63875,1.0,1.0,86.0,1,1,0,1,0,1,1,1,1,1,2,3,1,Boa Viagem
62109,0.0,0.0,95.0,0,1,0,0,0,1,1,1,0,2,2,3,1,Boa Viagem
31042,1069.0,266.0,120.0,0,1,0,1,0,0,0,0,0,1,1,3,1,Boa Viagem
61446,1.0,1.0,68.0,0,1,0,1,0,1,1,0,0,3,1,3,0,Campo Grande
36126,863.0,1.0,64.0,0,1,0,1,0,1,1,1,1,1,1,3,1,Rosarinho
31876,0.0,0.0,68.0,1,1,1,1,0,1,1,1,0,1,1,3,1,Ilha do Retiro
10667,1.0,1.0,55.0,0,1,0,0,0,0,0,0,0,2,1,2,0,Santo Amaro
41645,630.0,114.0,88.0,0,1,0,1,0,0,0,0,0,2,1,2,0,Torre
36995,0.0,0.0,55.0,0,1,0,0,0,0,0,0,0,2,1,2,1,Santo Amaro
19802,1.0,1.0,80.0,1,1,1,1,0,1,1,1,1,3,2,3,1,Casa Amarela
72945,550.0,180.0,63.0,0,1,1,1,0,1,0,1,1,1,1,3,1,Imbiribeira
9141,0.0,0.0,25.0,1,1,1,1,1,1,1,1,0,1,1,1,0,Boa Viagem
11272,1400.0,457.0,150.0,1,1,0,1,0,0,1,1,0,1,2,4,1,Boa Viagem
52494,0.0,0.0,44.0,1,1,0,1,0,1,1,1,1,2,1,2,0,Torreão
31881,1.0,1.0,36.0,1,1,1,1,0,1,1,1,1,1,1,1,0,Espinheiro
65333,1.0,1.0,51.0,0,1,0,1,0,1,1,0,1,1,1,2,0,Iputinga
15412,0.0,0.0,100.0,0,1,0,0,0,0,0,0,0,2,1,2,0,Campo Grande
700,707.0,183.0,49.0,1,1,0,1,0,1,1,1,1,1,1,2,1,Boa Viagem
14549,1.0,1.0,82.0,0,1,0,0,0,0,0,0,0,3,2,3,1,Encruzilhada
48960,1.0,0.0,24.0,1,1,1,1,0,1,1,1,0,1,1,1,0,Boa Viagem
37138,1234.0,290.0,97.0,0,1,0,1,0,1,1,1,1,3,2,2,1,Boa Viagem
39446,1.0,1.0,24.0,1,1,1,1,0,1,0,1,0,1,1,1,0,Boa Viagem
3129,0.0,0.0,56.0,0,1,0,0,0,0,0,0,0,1,1,2,1,Caxangá
20774,1.0,1.0,51.0,0,1,0,1,0,1,1,1,0,1,1,2,1,Boa Viagem
66732,0.0,0.0,73.0,1,1,0,1,0,1,1,0,0,1,2,4,1,Madalena
34692,0.0,0.0,55.0,1,1,1,1,0,1,1,1,1,1,1,2,1,Torreão
50637,0.0,0.0,63.0,0,1,0,0,0,0,0,0,0,1,1,3,1,Boa Viagem
32742,-1.0,-1.0,145.0,0,0,0,0,0,0,0,0,0,2,1,3,0,Casa Amarela
26909,0.0,0.0,55.0,1,1,0,1,0,1,1,1,1,1,1,2,1,Várzea
48660,350.0,1.0,62.0,0,1,0,1,0,1,1,0,0,2,1,2,1,São José
72997,1.0,1.0,36.0,1,1,1,1,0,1,0,1,1,1,1,1,0,Graças
44535,1200.0,498.0,115.0,0,1,1,0,0,1,0,1,0,1,2,3,1,Parnamirim
60906,418.0,146.0,46.0,0,1,1,0,0,1,1,1,0,1,1,2,1,Boa Viagem
53243,0.0,0.0,130.0,0,0,0,0,0,0,0,0,0,2,2,3,0,São José
23087,1.0,1.0,150.0,1,1,0,0,1,0,0,1,0,1,1,3,1,Boa Viagem
33653,0.0,0.0,70.0,0,1,0,0,0,1,1,1,0,1,1,3,0,Várzea
28536,0.0,0.0,57.0,1,1,1,1,0,1,1,1,1,1,1,2,0,Santo Amaro
53801,1.0,2.0,47.0,0,1,1,1,0,1,1,1,0,2,1,2,0,Campo Grande
12851,8.0,8.0,92.0,1,1,1,1,0,1,1,1,1,3,2,3,1,Poço
4993,1.0,1.0,37.0,0,1,0,0,0,0,0,0,0,1,1,1,1,Boa Vista
3931,1.0,1.0,111.0,0,1,0,0,0,0,0,0,0,1,1,3,1,Tamarineira
65586,600.0,1.0,70.0,1,1,1,1,0,1,1,1,1,2,1,3,0,Pina
60139,750.0,126.0,86.0,0,1,0,1,0,0,0,0,1,2,1,3,0,Graças
63225,1.0,1.0,53.0,1,1,1,1,0,1,1,1,0,2,1,2,0,Imbiribeira
54721,1200.0,350.0,97.0,0,1,1,1,0,1,1,0,1,4,2,3,1,Boa Viagem
68814,908.0,307.0,99.0,1,1,1,1,0,1,0,1,0,1,2,3,1,Boa Viagem
67226,620.0,155.0,65.0,0,1,0,1,0,1,1,1,1,1,1,2,0,Encruzilhada
53454,1.0,1.0,47.0,1,1,1,1,0,1,1,1,0,2,1,2,1,Boa Viagem
43877,570.0,268.0,87.0,1,1,1,1,0,1,1,1,0,3,2,3,1,Boa Viagem
72860,1.0,1.0,36.0,1,1,1,1,0,1,1,1,0,1,1,1,0,Boa Viagem
14360,0.0,0.0,57.0,1,1,1,1,0,1,1,1,0,2,1,2,0,Boa Viagem
5877,1200.0,341.0,112.0,0,1,0,1,0,0,1,1,0,1,1,3,1,Boa Viagem
45506,0.0,0.0,44.0,1,1,0,1,0,1,1,1,0,2,1,2,1,Derby
34767,1.0,1.0,30.0,1,1,0,1,0,1,1,1,0,1,1,1,0,Boa Viagem
61801,0.0,0.0,100.0,0,1,0,0,0,0,0,0,0,3,2,3,1,Boa Viagem
4952,759.0,221.0,54.0,1,1,0,1,1,1,1,1,0,1,1,2,1,Boa Viagem
30293,1.0,1.0,24.0,1,1,1,1,0,1,1,1,0,1,1,1,0,Boa Viagem
49198,695.0,159.0,130.0,0,1,0,1,0,0,0,1,0,1,2,3,1,Boa Viagem
36763,500.0,0.0,61.0,1,1,1,1,0,1,1,1,0,1,2,3,1,Zumbi
30497,826.0,181.0,60.0,0,1,0,1,0,1,1,1,0,1,1,2,1,Boa Viagem
65293,0.0,0.0,65.0,1,1,0,1,1,1,1,1,1,3,2,3,1,Torre
53200,0.0,0.0,67.0,0,1,0,0,0,0,0,0,0,2,1,3,1,Casa Amarela
53393,500.0,200.0,63.0,0,1,0,1,0,1,1,0,1,1,1,3,1,Boa Viagem
39815,1.0,1.0,49.0,1,1,1,1,0,1,1,1,1,1,1,2,0,Sancho
48105,664.0,220.0,68.0,0,1,1,1,0,1,0,0,0,3,2,3,1,Madalena
50664,1.0,1.0,51.0,1,1,1,1,0,1,1,1,0,2,1,2,0,Recife
72469,0.0,0.0,69.0,0,1,0,1,0,1,0,1,0,1,2,3,1,Graças
18876,1.0,1.0,39.0,0,1,0,0,0,0,0,0,0,1,1,1,1,Boa Vista
52484,0.0,0.0,54.0,0,1,0,0,0,0,0,0,0,1,1,2,1,Boa Viagem
23669,1.0,1.0,63.0,1,1,1,1,0,1,0,1,1,2,1,3,1,Boa Viagem
38692,1.0,1.0,58.0,0,1,0,0,0,0,0,0,0,1,1,3,1,Imbiribeira
25584,1.0,1.0,24.0,0,1,0,0,0,0,0,0,0,1,1,1,0,Boa Viagem
64838,777.0,136.0,108.0,0,1,0,1,0,0,1,0,0,3,1,3,1,Boa Viagem
54289,1.0,2.0,51.0,1,1,1,1,0,1,1,1,0,1,1,2,1,Torre
42748,430.0,0.0,53.0,0,1,0,0,0,0,0,0,0,1,1,2,0,Alto José do Pinho
6532,1450.0,0.0,124.0,0,1,1,1,0,1,1,1,0,4,2,4,1,Casa Amarela
75589,835.0,188.0,51.0,0,1,1,1,0,1,0,1,0,2,1,2,1,Boa Viagem
34257,825.0,162.0,60.0,0,1,0,1,0,1,1,1,1,1,1,2,1,Pina
34727,1.0,1.0,31.0,1,1,0,1,0,1,1,1,0,1,1,1,1,Boa Viagem
75424,900.0,0.0,93.0,0,1,0,1,0,1,1,1,0,3,2,3,1,Madalena
5481,0.0,0.0,35.0,1,1,0,0,0,1,0,1,0,1,1,1,0,Espinheiro
46472,660.0,0.0,62.0,0,1,0,1,0,1,0,0,0,2,1,3,0,Encruzilhada
32165,1.0,1.0,36.0,1,1,1,1,0,1,1,1,0,1,1,1,0,Boa Viagem
33059,0.0,0.0,65.0,1,1,1,1,0,1,1,1,1,1,1,3,1,Iputinga
2808,0.0,0.0,84.0,0,1,1,1,0,1,1,1,0,3,2,3,1,Poço
19023,0.0,0.0,136.0,0,1,0,0,0,0,0,0,0,4,2,4,1,Graças
73913,1050.0,0.0,96.0,0,1,0,1,0,1,1,1,1,2,2,3,1,Casa Amarela
10682,1.0,1.0,62.0,1,1,1,1,0,1,1,1,1,3,1,3,1,Boa Viagem
17905,1.0,1.0,35.0,1,1,1,1,0,1,1,1,1,1,1,1,0,Boa Viagem
5967,0.0,0.0,81.0,1,1,1,1,0,1,1,1,0,1,1,3,1,Pina
53517,680.0,106.0,70.0,0,1,0,1,0,1,1,1,1,1,1,2,1,Boa Viagem
42727,450.0,196.0,67.0,0,1,0,1,0,1,1,1,1,1,1,3,1,Imbiribeira
15466,200.0,100.0,22.0,0,1,0,1,0,0,1,1,0,1,1,1,0,São José
25018,521.0,205.0,71.0,1,1,1,1,1,1,1,1,1,2,2,2,1,Boa Viagem
707,1.0,1.0,61.0,1,1,1,1,0,1,1,1,1,1,1,3,1,Zumbi
29700,0.0,0.0,66.0,0,1,0,0,0,0,0,0,0,2,1,3,1,Boa Viagem
67156,1.0,1.0,115.0,0,1,0,1,0,0,1,0,0,3,2,3,1,Graças
15075,0.0,0.0,65.0,0,1,1,0,0,1,1,1,1,1,1,2,0,Encruzilhada
31537,1.0,1.0,65.0,1,1,0,1,0,1,1,1,0,1,1,3,1,Boa Viagem
51825,600.0,300.0,55.0,1,1,1,1,0,1,1,1,0,1,1,2,1,Espinheiro
39144,600.0,194.0,50.0,0,1,1,1,0,1,1,1,0,1,1,2,0,Madalena
74207,250.0,100.0,50.0,1,1,1,0,0,1,1,1,1,2,1,2,0,Várzea
29619,450.0,1.0,61.0,1,1,1,1,0,1,1,1,1,2,1,2,1,Zumbi
35160,0.0,0.0,63.0,0,1,0,0,0,0,0,0,0,2,1,3,1,Iputinga
21061,1.0,1.0,61.0,1,1,1,1,0,1,1,1,1,1,1,3,1,Cordeiro
59786,0.0,0.0,57.0,0,1,0,0,0,0,0,0,0,2,1,3,1,Santo Amaro
6837,0.0,0.0,55.0,0,1,0,1,0,0,1,1,0,1,1,2,1,Boa Viagem
66196,780.0,1.0,72.0,0,1,0,1,0,0,1,1,1,1,1,2,1,Boa Viagem
60456,498.0,168.0,61.0,1,1,1,1,1,1,1,1,1,1,1,3,1,Boa Viagem
5697,450.0,108.0,33.0,0,1,0,0,0,0,0,0,0,1,1,1,0,Boa Viagem
55232,1011.0,343.0,86.0,0,1,1,1,0,1,1,1,1,1,2,3,1,Rosarinho
23222,580.0,150.0,64.0,1,1,1,1,0,1,1,1,1,2,1,3,1,Caxangá
31619,1.0,1.0,92.0,1,1,0,1,0,1,1,1,1,3,2,3,1,Poço
62301,1.0,1.0,53.0,1,1,1,1,0,1,1,1,0,2,1,2,0,Campo Grande
71073,1.0,1.0,50.0,1,1,1,1,0,1,1,1,1,1,1,2,0,Várzea
22344,860.0,0.0,88.0,0,1,0,1,0,1,1,1,1,3,2,3,1,Espinheiro
67114,4.0,4.0,92.0,1,1,1,1,0,1,1,1,1,2,2,3,1,Poço
27492,770.0,230.0,86.0,1,1,1,1,0,1,1,1,1,1,2,2,1,Boa Viagem
50500,0.0,0.0,135.0,1,1,1,1,0,1,1,1,0,1,2,4,1,Rosarinho
12186,1.0,1.0,92.0,1,1,1,1,0,1,1,1,0,2,2,3,1,Poço
1061,100.0,100.0,59.0,1,1,1,1,0,1,1,1,0,1,1,2,1,Boa Viagem
16397,400.0,70.0,30.0,1,1,1,1,1,1,0,1,0,1,1,1,0,Boa Viagem
56474,1.0,1.0,54.0,1,1,1,1,0,1,1,1,0,1,1,2,1,Pina
34991,680.0,180.0,65.0,0,1,0,1,0,0,0,1,0,2,1,2,1,Aflitos
46405,0.0,0.0,85.0,0,1,0,1,0,1,1,1,1,3,2,3,1,Boa Viagem
70150,0.0,0.0,36.0,1,1,1,0,0,1,1,1,0,1,1,2,0,Dois Unidos
70980,1.0,1.0,44.0,0,1,0,0,0,0,0,0,0,1,1,2,1,Boa Viagem
27215,1080.0,232.0,120.0,0,1,0,1,0,0,0,0,1,3,1,3,1,Boa Viagem
49533,1.0,1.0,87.0,1,1,1,1,0,1,1,1,0,1,2,3,1,Rosarinho
8605,0.0,0.0,43.0,0,1,0,1,0,1,1,1,0,1,1,1,0,Boa Viagem
20352,890.0,200.0,58.0,1,1,1,1,0,1,1,1,0,1,1,2,0,Apipucos
27230,850.0,230.0,96.0,1,1,1,1,0,1,1,1,1,1,2,2,1,Casa Amarela
11935,1.0,1.0,51.0,1,1,1,1,0,1,1,1,1,1,1,2,1,Boa Viagem
1852,0.0,0.0,25.0,1,1,1,1,0,1,1,1,0,1,1,1,0,Boa Viagem
55442,0.0,0.0,35.0,1,1,1,0,0,0,0,1,0,1,1,1,0,Boa Viagem
40864,0.0,0.0,49.0,0,1,0,0,0,0,0,0,1,1,1,2,0,Sancho
63555,1332.0,223.0,94.0,0,1,0,0,0,0,0,0,0,1,2,3,1,Boa Viagem
5010,1.0,1.0,50.0,0,1,0,1,0,1,0,0,0,1,1,2,1,Graças
18099,1.0,1.0,97.0,0,1,0,1,0,1,1,1,0,1,2,3,1,Boa Viagem
11980,-1.0,-1.0,59.0,1,1,1,1,0,1,1,1,1,2,1,2,0,Boa Viagem
69847,1.0,1.0,44.0,1,1,1,1,0,1,1,0,0,1,1,2,0,Imbiribeira
10275,1.0,81.0,109.0,0,1,0,1,0,0,1,0,0,2,2,2,0,Cordeiro
58228,940.0,0.0,38.0,0,1,0,1,0,0,0,0,0,1,1,1,0,Santana
39004,1300.0,300.0,108.0,0,1,1,1,0,1,0,1,1,3,2,3,1,Parnamirim
52747,600.0,0.0,72.0,1,1,1,1,0,1,1,0,1,2,1,3,1,Casa Amarela
22418,609.0,300.0,79.0,1,1,1,1,0,1,1,1,1,3,2,3,1,Tamarineira
52295,1.0,1.0,35.0,0,1,0,1,1,1,1,0,0,1,1,1,0,Boa Viagem
62140,511.0,190.0,68.0,1,1,1,1,0,1,1,0,0,1,1,3,1,Casa Amarela
23981,1300.0,347.0,110.0,0,1,0,1,0,0,1,1,1,1,1,3,1,Parnamirim
3787,1100.0,424.0,110.0,0,1,0,0,0,1,0,1,0,3,2,3,1,Boa Viagem
8858,757.0,165.0,75.0,0,1,1,1,0,1,1,1,1,2,1,3,0,Madalena
60356,1.0,1.0,51.0,0,1,0,0,0,0,0,0,0,1,1,2,1,Tamarineira
39713,795.0,292.0,86.0,1,1,1,1,0,1,1,1,1,3,2,3,1,Boa Viagem
25481,730.0,149.0,57.0,0,1,1,1,0,1,1,1,1,1,1,2,0,Boa Viagem
14547,1541.0,0.0,120.0,1,1,0,1,1,0,0,1,0,3,1,3,1,Boa Viagem
42704,700.0,1.0,31.0,1,1,0,1,0,1,1,0,0,1,1,1,0,Pina
56218,1.0,1.0,50.0,0,1,1,1,0,1,1,1,0,1,1,2,0,Várzea
63644,539.0,143.0,34.0,1,1,1,0,0,1,1,1,1,1,1,1,0,Boa Viagem
45263,650.0,0.0,83.0,0,1,0,1,0,1,1,1,1,1,2,3,1,Rosarinho
23418,0.0,0.0,120.0,0,1,0,1,0,0,0,1,0,3,1,3,1,Boa Viagem
59555,0.0,0.0,84.0,1,1,0,0,0,1,0,1,1,1,2,3,1,Encruzilhada
62812,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,2,1,3,1,San Martin
59036,0.0,0.0,27.0,1,1,1,1,0,1,0,1,0,1,0,1,0,Madalena
2507,607.0,118.0,51.0,0,1,0,1,0,1,1,1,0,1,1,2,1,Boa Viagem
73627,1096.0,310.0,123.0,0,1,0,0,0,0,0,0,0,1,1,2,1,Boa Viagem
46993,1.0,1.0,38.0,1,1,0,1,0,1,1,0,0,1,1,1,0,Boa Vista
38221,0.0,0.0,61.0,1,1,1,0,0,1,1,1,0,1,1,2,1,Recife
26236,1.0,1.0,55.0,1,1,1,1,0,1,1,1,0,2,1,2,1,Várzea
14284,1.0,1.0,21.0,1,1,0,1,0,1,1,1,1,1,1,1,0,Pina
66963,1.0,1.0,63.0,1,1,1,1,0,1,1,1,1,1,2,3,1,Boa Viagem
45657,0.0,0.0,70.0,1,1,1,0,0,1,1,1,1,2,1,2,0,Cordeiro
49581,1.0,1.0,24.0,1,1,1,1,0,1,1,1,0,1,1,1,0,Boa Viagem
74912,895.0,292.0,86.0,1,1,1,1,0,1,0,1,1,2,2,3,1,Boa Viagem
22386,1.0,1.0,52.0,1,1,1,1,0,1,1,1,0,2,1,2,0,Santo Amaro
23134,1.0,1.0,61.0,1,1,1,1,0,1,1,1,0,2,1,3,1,Zumbi
22710,1.0,1.0,55.0,1,1,1,1,0,1,1,1,1,2,1,2,1,Santo Amaro
8583,350.0,1.0,62.0,0,1,0,1,0,1,1,0,0,2,1,2,1,São José
50331,550.0,158.0,62.0,0,1,1,1,0,1,1,0,1,1,2,2,1,Boa Viagem
15978,0.0,100.0,120.0,0,0,0,0,0,0,0,0,0,1,2,3,0,Engenho do Meio
31129,1.0,1.0,52.0,1,1,1,1,0,1,1,1,1,2,1,2,0,Encruzilhada
8856,1.0,1.0,58.0,0,1,0,1,0,1,1,0,0,2,1,2,0,Encruzilhada
71683,0.0,0.0,113.0,1,1,1,1,0,1,1,1,0,2,2,3,1,Espinheiro
24426,0.0,0.0,90.0,1,1,1,1,0,1,1,1,1,2,2,3,1,Boa Viagem
35502,450.0,197.0,67.0,1,1,0,1,0,1,1,1,1,1,1,3,1,Imbiribeira
71390,350.0,120.0,32.0,1,1,0,1,0,1,1,1,1,1,1,1,0,Soledade
20363,0.0,0.0,25.0,1,1,0,1,0,1,1,0,0,1,1,1,0,Boa Vista
8226,10.0,10.0,66.0,1,1,1,1,0,1,1,1,0,1,1,3,1,Tamarineira
15189,0.0,0.0,48.0,1,1,1,1,0,1,1,1,0,1,1,2,0,Iputinga
40061,1186.0,487.0,135.0,1,1,1,1,0,1,1,1,1,1,2,3,1,Boa Viagem
25754,-1.0,-1.0,64.0,0,1,0,0,0,0,0,0,0,2,1,3,1,Boa Viagem
17276,100.0,80.0,28.0,1,1,1,1,0,1,1,1,0,1,1,1,0,Madalena
65532,-1.0,-1.0,113.0,0,1,0,0,0,0,0,0,0,4,2,3,1,Boa Viagem
49458,1.0,1.0,30.0,0,1,0,0,0,0,0,0,0,1,1,1,1,Boa Viagem
25307,595.0,121.0,80.0,0,1,0,0,0,0,1,0,1,1,1,3,0,Boa Viagem
26342,650.0,192.0,58.0,0,1,0,1,0,1,1,1,0,2,1,2,0,Encruzilhada
29592,0.0,0.0,27.0,1,1,0,0,0,1,1,0,0,1,1,1,0,Boa Vista
7853,915.0,0.0,86.0,0,1,0,0,1,0,0,0,0,3,2,3,1,Boa Viagem
29456,482.0,135.0,88.0,0,1,0,1,0,0,1,0,0,1,1,2,0,Boa Viagem
67299,1.0,1.0,37.0,0,1,0,0,0,0,0,0,0,1,1,1,0,Boa Viagem
63173,640.0,105.0,110.0,0,1,0,1,0,0,1,0,1,3,0,3,0,Recife
50273,0.0,0.0,73.0,0,1,0,0,0,0,0,0,0,1,1,3,1,Campo Grande
33431,261.0,0.0,147.0,0,0,0,0,0,0,0,0,0,1,2,3,1,Cordeiro
73299,850.0,220.0,72.0,0,1,0,1,0,0,1,1,0,2,1,3,1,Recife
43279,1.0,1.0,96.0,0,1,0,0,0,0,0,0,0,1,2,2,1,Rosarinho
11894,0.0,0.0,37.0,1,1,0,1,0,1,1,1,0,1,1,1,0,Boa Viagem
46678,680.0,1.0,59.0,0,1,0,1,0,1,1,1,1,1,1,3,1,Ilha do Retiro
53828,100.0,50.0,91.0,1,1,1,1,0,1,1,1,1,2,2,3,1,Boa Viagem
17306,0.0,0.0,33.0,0,1,0,0,0,0,0,0,0,1,1,1,0,Casa Amarela
58132,0.0,0.0,50.0,1,1,1,1,0,1,1,1,1,2,1,2,1,Boa Viagem
9003,1.0,1.0,55.0,1,1,0,1,0,1,1,0,1,1,1,2,1,Encruzilhada
68270,1.0,1.0,62.0,1,1,0,1,0,1,0,1,0,2,1,2,1,Espinheiro
65485,1171.0,180.0,95.0,1,1,0,1,0,1,0,1,1,2,1,3,1,Boa Viagem
68506,511.0,1.0,67.0,1,1,0,0,0,1,1,1,1,1,1,3,1,Casa Amarela
2333,0.0,0.0,44.0,1,1,1,1,0,1,1,1,0,1,1,2,0,Imbiribeira
